product_name,ingredients_text,serving_size
Italia Oven Baked Tomatoes With Chili,"Semi-dried tomatoes (57%), sunflower seed oil, salt, natural flavor, red pepper flakes, citric acid as acidifier, red chili pepper.",33 g (3 PCS)
"Sacla Italia, Black Olive Pate","Black olives, extra virgin oil, sugar, salt, lactic acid, natural flavor.",30 g (2 Tbsp)
"Chicken Burgers, Chili Lime","Ground chicken, onions, bell peppers, garlic, cilantro, natural flavor, salt, lime juice concentrate, red pepper flakes.",114 g (4 oz)
"Quick Serve, Rice Mix, Beef Flavor","Processed long grain rice, wheat flour, hydrolyzed protein (corn, soy and wheat),",56 g (2 oz)
Original Cream Cheese,"Pasteurized milk and cream, cheese culture, salt, stabilizers (carob bean and or xanthan and/or guar gums).",28 g (1 oz)
"Cheddar Cheese, Medium","Cultured pasteurized milk, salt, enzymes, annatto vegetable color.",28 g (28 g)
100% Grated Parmesan Cheese,"Parmesan cheese (cultured pasteurized part-skim milk, salt, enzymes), powdered cellulose added to prevent caking.",5 g (2 tsp)
100% Grated Parmesan Cheese,"Parmesan cheese (cultured pasteurized skim milk, salt, enzymes), powdered cellulose added to prevent caking.",5 g (2 tsp)
Colby Jack Cheese,"Pasteurized milk, cheese culture salt, enzymes, annatto (vegetable color) in colby cheese.",28 g (1 oz)
100% Natural Part Skim Ricotta Cheese,"Pasteurized part skim milk, fresh whey, vinegar, and salt.",62 g (0.25 cup)
Ricotta Cheese,"Fresh whey, pasteurized part skim milk, vinegar, and salt.",62 g (0.25 cup)
Louisiana Hot Sauce With Cayenne Peppers,"Aged red cayenne peppers, distilled vinegar, salt, and xanthan gum.",5 ml (1 tsp)
Alfredo Sauce Mix,"Creamer (partially hydrogenated soybean oil, corn syrup solids, sodium caseinate)",14 g (1.5 Tbsp)
Original Fancy Apple Sauce,"Apples, water, high fructose corn syrup and corn syrup.",138 g (0.5 cup)
Choice Unpeeled Apricots Halves In Heavy Syrup,"Apricots, water, corn syrup, sugar",128 g (0.5 cup)
Fruit Cocktail,"Diced peaches, diced pears, water, grapes, pear juice concentrate, pineapple segments, halved cherries artificially colored red with carmine.",124 g (0.5 cup)
Choice Fruit Cocktail In Heavy Syrup,"Diced peaches, diced pears, water, corn syrup, grapes, pineapple segments, halved cherries artificially colored red with carmine, sugar.",128 g (0.5 cup)
Fruit Cocktail,"Diced peaches, diced pears, water, corn syrup, grapes, pineapple segments, halved cherries artificially colored red with carmine, sugar",128 g (0.5 cup)
Chunky Cut Choice Fruit Mix,"Diced peaches, diced pears, water, grape, pineapple segments, pear juice concentrate, halved cherries artificially colored red with carmine.",124 g (0.5 cup)
Mandarin Oranges In Light Syrup,"Whole mandarin orange segments, water, sugar.",122 g (0.5 cup)
Choice Bartlett Pears Halves In Heavy Syrup,"Pears, water, high fructose corn syrup, corn syurp.",130 g (0.5 cup)
Choice Bartlett Pears Halves In Heavy Syrup,"Pears, water, high fructose corn syrup, corn syrup.",130 g (0.5 cup)
Cola,"Ingredients: carbonated water, high fructose corn syrup, caramel color, phosphoric acid, citric acid, caffeine and natural flavor.",240 ml (8 fl oz)
"Choice Fruit, Purple Plums","Plums, water, high fructose corn syrup, corn syrup.",130 g (0.5 cup)
Root Beer,"Carbonated water, high fructose corn syrup, caramel color, sodium benzoate (as a preservative), citric acid, and natural and artificial flavor.",240 ml (8 fl oz)
Fancy Sliced Beets Pickled,"Beets, water, sugar, vinegar and salt.",28 g (1 oz)
Imported Queen Stuffed With Minced Pimiento,"Olives, water, pimento, salt, lactic acid, sodium almonds, guar gu, calcium chloride and potassium sorbate as preservatives",14 g (14 g)
Fancy Select Vegetables Mixed,"Water, carrots, potatoes, peas, corn, green beans, celery, lima beans, salt, calcium chloride, onion flavoring.",125 g (0.5 cup)
Sliced Fancy White Potatoes,"Potatoes, water, salt, calcium chloride (to maintain firmness), calcium disodium edta (to retain color).",165 g (0.66 cup)
Choice Tomatoes Diced,"Tomatoes, tomato juice, salt, citric acid and calcium chloride.",121 g (0.5 cup)
Choice Tomatoes Crushed In Puree,"Crushed tomatoes, tomato puree, salt and citric acid.",61 g (0.25 cup)
Fancy Select Tomato Sauce,"Tomato concentrate ( tomato paste, water), salt, dehydrated onion, dehydrated garlic, spices, natural flavors, sweet bell pepper.",61 g (0.25 cup)
Bread & Butter Sandwich Slices,"Ingredients: fresh cucumbers, sugar, water, vinegar, salt, mustard seed, celery seed, calcium chloride, polysorbate 80, natural flavors, yellow 5.",28 g (1 oz)
All Purpose Soy Sauce,"Hydrolyzed soybean and corn protein, water, corn syrup, salt, caramel color.",15 ml (1 Tbsp)
Fancy Green Diced Chiles,"Green chile peppers, water, contains less than 2% of calcium chloride, citric acid and salt.",30 g (2 Tbsp)
Ketchup,"Tomato concentrate (water and tomato paste), high fructose corn syrup, corn syrup, vinegar, salt, onion powder, splice, natural flavoring.",17 g (1 Tbsp)
Whole Peeled Choice Tomatoes,"Tomatoes, tomato juice, salt, calcium chloride and citric and.",121 g (0.5 cup)
Choice Tomatoes Stewed,"Cut tomatoes, tomato juice, sugar, salt, dehydrated onions, dehydrated celery, dehydrated peppers, spices, calcium chloride, citric acid and natural flavorings.",123 g (0.5 cup)
Diced Choice Tomatoes,"Tomatoes, tomato juice, salt, calcium chloride and citric acid.",121 g (0.5 cup)
Pitted Olives,"Ripe olives, water, salt, ferrous gluconate (to stabilize color).",15 g (15 g)
Black Ripe Chopped Olives,"Ingredients: ripe olives, water ,salt,and ferrous gluconate ( added to stabilize color).",15 g (15 g)
Sweet Pickles,"Cucumbers, sugar, water, vinegar, salt, calcium chloride, alum, turmeric, oleo resin, polyunsaturate 80 natural flavors, yellow 5",28 g (1 oz)
Fresh Pack Sweet Cucumber Chips,"Fresh cucumbers, sugar, water, vinegar, salt, yellow mustard, celery seed, calcium chloride, polysorbate 80, natural flavors, yellow #5.",28 g (1 oz)
Sweet Relish,"Cucumbers, sugar, water, vinegar, salt, red bell peppers, spices, xanthan gum, calcium chloride, polysorbate 80, natural flavors, yellow 5.",15 g (1 Tbsp)
Fancy Mushrooms Whole Button,"Mushrooms, water, salt, citric acid, and ascorbic acid",120 g (0.5 cup)
Fancy Mushrooms Stems & Pieces,"Mushrooms, water, salt and citric acid.",130 g (0.5 cup)
Premium Vebetable Oil Cooking Spray,"Soybean oil, soy lecithin, water, propellant.",0.25 g (0.25 g)
Italian Style Tomato Paste,"Tomato puree (tomato paste, water), sugar, salt, soybean oil, spices, natural flavor, citric acid.",33 g (2 Tbsp)
Italian Style Diced Tomatoes,"Cut tomatoes, tomato juice, sugar, salt, garlic powder, onion powder, oregano, basil, calcium chloride and citric acid.",121 g (0.5 cup)
"Creamy Peanut Butter, Peanut","Selected roasted peanuts, sugar, hydrogenated vegetable oil (cottonseed oil and/or rapeseed), salt, molasses.",32 g (2 Tbsp)
Sweet Nubbins,"Cucumbers , sugar , water, vinegar, salt, calcium chloride, alum, turmeric ,oleresin, polysorbate 80, natural flavors, yellow 5.",28 g (1 PICKLE | ABOUT)
Kosher Baby Dills,"Ingredients:fresh cucumbers, water, vinegar, salt, calcium chloride, polysorbate,, 80, natural flavors, yellow 5.",28 g (1 oz)
"Jelly, Strawberry","Strawberry juice (water and strawberry juice concentrate), high fructose corn syrup, pectin, citric acid.",20 g (1 Tbsp)
Creamy Peanut Butter,"Selected roasted peanuts, sugar, hydrogenated vegetable oil (cottonseed and/or rapeseed), salt, molasses.",32 g (2 Tbsp)
"Apricot Pineapple Preserves, Apricot Pineapple","Apricot, high fructose corn syrup, corn syrup, pineapple, sugar, citric acid, and natural fruit pectin",19 g (1 Tbsp)
"Preserves, Raspberry","Red raspberries, corn syrup, sugar, high fructose corn syrup, pectin citric acid, sodium citrate as needed.",20 g (1 Tbsp)
Apricot Pineapple Preserves,"Apricot, high fructose corn syrup, corn syrup, pineapple, sugar, citric acid, and natural fruit pectin.",19 g (1 Tbsp)
"Preserve, Raspberry","Raspberries, high fructose corn syrup, corn syrup, natural fruit pectin, and citric acid.",19 g (1 Tbsp)
"Preserves, Strawberry","Strawberries, corn syrup, sugar, high fructose corn syrup, pectin, citric acid, sodium citrate as needed.",20 g (1 Tbsp)
Imported Manzanilla,"Ingredients: olives, water, pimiento, salt, lactic acid, sodium alginate,guar gum, calcium chloride and potassium sorbtae as preservative.",15 g (15 g)
Imported Manzanilla Stuffed With Minced Pimiento,"Olives, water, pimiento, salt, lactic acid, sodium alginate, guar gum, calcium chloride and potassium sorbate as preservative.",15 g (15 g)
Tiny Shrimp,"Shrimp, water, salt, sugar, citric acid. sodium acid pyrophosphate, calcium disodium edta, sodium metabisulphite (as a preservative ).",56 g (2 oz)
Evaporated Milk Vitamin D Added,"Milk, dipotassium phosphate, carrageenan, vitamin d3.",30 ml (2 Tbsp)
Garbanzo Beans,"Garbanzo beans. water, salt, calcium chloride (to help maintain firmness). sodium metabisulfite and disodium edta (to help promote color retention).",125 g (0.5 cup)
Great Northern Beans,"Great northern beans, water, salt, calcium chloride (to help maintain firmness).",125 g (0.5 cup)
Premium Black Beans,"Black beans, water, salt, ferrous gluconate, calcium chloride (to help maintain firmness).",125 g (0.5 cup)
Premium Light Red Kidney Beans,"Light red kidney beans, water, sugar, salt, calcium chloride (to help maintain firmness), disodium edta (to help promote color retention).",125 g (0.5 cup)
Premium Small Red Beans,"Small red beans, water, salt, calcium chloride (to help maintain firmness).",125 g (0.5 cup)
Hominy Fancy Golden Corn,"Prepared yellow corn, water, salt, sodium bisulfate added to promote color retention.",125 g (125 g)
Fancy White Corn Hominy,"Prepared white corn, water,salt, sodium bisulfite added to promote color retention.",125 g (0.5 cup)
Premium Blackeye Peas,"Blackeye peas, water, salt, calcium chloride (to maintain firmness), calcium disodium edta (for color retention).",125 g (0.5 cup)
Luncheon Meat,"Pork, salt, water, sugar,sodium nitrite.",56 g (2 oz)
Premium Vegetarian Refried Beans,"Cooked pinto beans, water, canola oil, salt.",130 g (0.5 cup)
Iodized Salt,"Salt and sodium silicoaluminate, dextrose, potassium lodide 0.006%, and sodium bicarbonate.",1.5 g (0.25 tsp)
Chili Seasoning Mix,"Chili peppers and other spices and color, whole wheat flour, salt, modified corn starch, dehydrated garlic.",7 g (1 Tbsp)
Quick 1-Minute Oatmeal,100% whole grain rolled oats.,40 g (0.5 cup)
Premium Peanuts,"Ingredients: spanish peanuts, peanut and/or canola and/or cottonseed oil, salt.",28 g (1 oz)
Premium Peanuts,"Peanuts, peanut and/or canola and/or cottonseed oil, salt.",28 g (1 oz)
Marshmallows,"Corn syrup, sugar, water, modified corn starch, gelatin, natural and artificial flavor, tetrasodium pyrophosphate, color (blue 1).",30 g (30 g)
Premium Peanuts,"Sugar, peanuts, butter, salt, peanut oil, artificial flavor.",28 g (16 PIECES | ABOUT)
Diet Tonic Water,"Carbonated water, citric acid, sodium benzoate (a preservative), sodium saccharin, quinine, natural flavors.",240 ml (8 fl oz)
Whole Smoked Oysters In Cottonseed Oil,"Whole smoked oysters, cottonseed oil, salt.",85 g (3 oz)
"Kippered Snacks, Kippered Herring Fillets","Herring fillets, water, salt, natural smoke flavoring, sodium hexametaphosphate.",85 g (85 g)
Lightly Smoked Sardines In Soybean Oil,"Sardines, vegetable oil (soybean oil), salt, smoked flavor.",119 g (119 g)
100% Grapefruit Juice,"Water, grapefruit juice concentrate, ascorbic acid (vitamin c*).",240 ml (8 fl oz)
Apple Sauce,"Apples, high fructose corn syrup, water, ascorbic acid (vitamin c).",113 g (1 UNIT)
Ketchup,"Tomato concentrate (water and tomato paste), high fructose corn syrup, corn syrup, vinegar, salt, onion powder, spice, natural flavoring.",17 g (1 Tbsp)
Tomato Ketch Up,"Tomato concentrate (water and tomato paste), high fructose corn syrup, corn syrup, vinegar salt, cocao powder, spice and natural flavorings.",17 g (1 Tbsp)
"Fancy Apple Sauce, Original","Apples, high fructose corn syrup, corn syrup, water, ascorbic acid (added to maintain color) and citric acid.",130 g (0.5 cup)
"Sparkling Water Beverage, Black Cherry","Contains: carbonated water, citric acid, aspartame, potassium benzoate (as a preservative), potassium citrate, natural flavor and acesulfame potassium.",240 ml (8 fl oz)
Sparkling Water Beverage,"Contains: carbonated water, natural flavor, citric acid, malic acid, aspartame, potassium benzoate (as a preservative) and acesulfame potassium.",240 ml (8 fl oz)
"Sparkling Water Beverage, White Grape","Contains: carbonated water, citric acid, malic acid, aspartame, potassium benzoate (as a preservative). acesulfame potassium and natural flavor.",240 ml (8 fl oz)
Sparkling Water,"Carbonated water, citric acid, aspartame, potassium benzoate (as a preservative), acesulfame potassium and natural flavor.",240 ml (8 fl oz)
"Sparkling Water Beverage, Peach Apricot","Carbonated water, citric acid, natural flavor, malic acid, aspartame, potassium benzoate (as a preservative) and acesulfame potassium.",240 ml (8 fl oz)
Dill Relish,"Cucumbers, water, vinegar, salt, calcium chloride, xanthan gum, dehydrated red bell pepper, polysorbate 80, natural flavors, yellow 5.",15 g (1 Tbsp)
"Distinct Selection, Peach Iced Tea","Sugar, black and green tea leaves, citric acid, natural flavors, aspartame**.",15 g (1 SINGLE SERVE CUP)
Mozzarella Cheese,"Cultured pasteurized part-skim milk, salt, vitamin a palmitate, enzymes.",28 g (1 PIECE)
Natural Swiss Cheese,"Part-skim milk, cheese culture, salt, enzymes.",21 g (21 g)
Organic Sliced Provolone Cheese,"Pasteurized organic milk, cheese culture, salt, and enzymes.",21 g (21 g)
Cola,"Carbonated water, high fructose corn syrup, caramel color, phosphoric acid, citric acid, caffeine and natural flavor.",355 ml (12 fl oz)
Diet Cola,"Carbonated water, caramel color, aspartame, phosphoric acid, potassium benzoate (as a preservative), citric acid, natural flavor, caffeine.",355 ml (12 fl oz)
"Caffeine Free Soda, Strawberry","Carbonated water, high fructose corn syrup, citric acid, sodium benzoate (as a preservative), natural and artificial flavor, and red 40.",355 ml (12 fl oz)
Mixed Nuts,"Blanched and unblanched peanuts, cashews, almonds, brazil nuts, filberts, pecans, peanut and/or canola and/or cottonseed oil, sea salt.",28 g (1 oz)
Mango Peach Pepper Jelly,"Sugar, water, apple cider vinegar, mango, peach, jalapeno peppers, lemon juice, natural fruit pectin, chili pepper, salt, and citric acid.",20 g (1 Tbsp)
Roasted Almonds,"Almonds, peanut and/or canola and/or cottonseed oil, slat.",28 g (1 oz)
Roasted Almonds,"Almonds, peanut, and/or canola and/or cottonseed oil, salt, maltodextrin, hydrolyzed soy protein, autolyzed yeast, natural hickory smoke flavor.",28 g (1 oz)
"Fancy Select Cranberry Sauce, Jellied","Cranberries, high fructose corn syrup, water, corn syrup and citric acid.",70 g (0.25 cup)
"Fancy Select, Whole Berry Cranberry Sauce, Cranberry","Cranberries, high fructose corn syrup, water and corn syrup.",70 g (0.25 cup)
"Sparkling Water, Raspberry Blackberry","Carbonated water, citric acid natural flavor, potassium citrate, potassium benzoate (a preservative), aspartame' acesulfame potassium.",240 ml (8 fl oz)
"Sparkling Water Beverage, Strawberry Watermelon","Contains: carbonated water, citric acid, natural flavors, potassium citrate, aspartame*, potassium benzoate (a preservative), acesulfame potassium.",240 ml (8 fl oz)
Sparkling Water,"Contains: carbonated water, citric acid, potassium citrate, natural flavor, aspartame*, potassium benzoate (a preservative), acesulfame potassium.",240 ml (8 fl oz)
Giant Pop Premium Popcorn,"Popcorn, palm oil with preservative (tbhq), salt, natural and artificial flavor, color (annatto extract).",33 g (2 Tbsp)
Premium Chunk Light Tuna In Water,"Light tuna, water, vegetable broth (pea & carrot), salt.",56 g (2 ONZ)
Drink Mix,"Citric acid, maltodextrin, aspartame**, natural and artificial flavors, red 40, acesulfame potassium, calcium citrate, potassium citrate, calcium silicate, magnesium oxide.",1.1 g (0.12 PACKET (MAKES 8 FL OZ))
Hickory Smoked Bacon Jerky,"Cured with water, salt, sugar, smoked flavoring, sodium phosphate, sodium erythorbate, sodium nitrate.",28 g (1 ONZ)
Kosher Baby Dills,"Fresh cucumbers, water, vinegar, salt, potassium chloride, calcium chloride, dehydrated garlic, polysorbate 80, natural flavors yellow 5.",28 g (2 PICKLES | ABOUT)
Creamy Peanut Butter Spread,"Peanuts, corn syrup solids, partially defatted peanut flour, salt, hydrogenated vegetable oil (rapeseed and/or cottonseed), and molasses.",36 g (2 Tbsp)
Refried Beans With Jalapenos,"Prepared black beans, water, sea salt, spice, jalapeno peppers.",121 g (0.5 cup)
Real Mayonnaise,"Soybean oil, eggs, water, vinegar, contains less than 2% of salt, sugar, lemon, calcium, added flavor, natural flavor,",14 g (1 Tbsp)
"Oats & Flax, Organic Instant Oatmeal","Organic rolled oats, organic dehydrated cane juice solids, organic flaxseed, sea salt.",40 g (40 g)
"Organic Naturally Flavored Instant Oatmeal, Maple Spice","Organic rolled oats, organic dehydrated cane juice solids, organic maple sugar, sea salt, natural flavor, organic spices.",40 g (40 g)
Blasamic Vinegar Of Modena,"Ingredients: balsamic vinegar of modena, contains naturally occuring sulphites coming from raw materials.",15 ml (1 Tbsp)
Organic Long Grain White Rice,Organic long grain white rice.,45 g (0.25 cup)
Sparkling Mineral Water,"Natural mineral water, natural carbon dioxide (with natural carbonation added).",240 ml (8 fl oz)
Organic Crunchy Peanut Butter,"Organic peanuts, organic chopped peanuts, organic palm oil, organic cane sugar, sea salt.",32 g (2 Tbsp)
Cinnamon Applesauce,"Organic apples, water, organic sugar (organic evaporated cane juice), organic cinnamon.",128 g (0.5 cup)
Cooking Spray,"Organic canola oil, non-gmo soy lecithin, propellant (non-chlorofluorocarbon).",0.25 g (0.25 g)
Jellied Cranberry Sauce,"Cranberries, sugar, water,naturally derived citric acid.",70 g (0.25 cup)
Organic Crushed Tomatoes With Basil,"Organic tomato puree, (water, organic tomato paste), organic tomatoes, sea salt, organic sweet basil, naturally derived citric acid, calcium chloride.",110 g (0.5 cup)
Organic Diced Tomatoes In Juice,"Organic tomatoes, organic tomato juice (water, organic tomato paste), sea salt, naturally derived citric acid, calcium chloride.",130 g (0.5 cup)
Organic Yellow Classic Mustard: Smooth & Mellow,"Water, organic vinegar, organic mustard seeds, salt, organic turmeric, organic paprika.",5 g (1 tsp)
Spicy Brown,"Ingredients: water, organic vinegar, organic mustard seeds, salt, organic turmeric.",5 g (1 tsp)
"Organic Dijon Sharp, Flavorful & Velvety Smooth Mustard","Water, organic mustard seeds, organic vinegar, salt, organic turmeric, organic spices.",5 g (1 tsp)
Organic Ketchup,"Organic tomato concentrate (water and organic tomato paste), organic sugar, organic vinegar, salt, organic onion powder, organic spice.",17 g (1 Tbsp)
"Organic Sparkling Italian Soda, Lemon","Carbonated water, organic lemon juice from concentrate, organic sugar, citric acid, natural lemon flavor.",240 ml (8 fl oz)
Organic Coconut Milk,"Organic coconut extract (47%), water, and organic guar gum (e412).",80 ml (0.33 cup)
Organic Light Coconut Milk,"Organic coconut extract (25%), water, and organic guar gum (e412).",80 ml (0.33 cup)
Organic String Cheese,"Pasteurized part-skim organic milk, cheese culture, salt, and enzymes.",28 g (1 oz)
Organic Shredded Mozzarella Cheese,"Pasteurized organic part-skim milk, cheese culture, salt, microbial enzymes, powdered cellulose (added to prevent caking).",28 g (1 oz)
Chai Black Tea,"Organic black tea, organic ginger, organic cinnamon, organic black pepper, organic cloves, organic natural flavors, organic cardamom.",2 g (1 TEA BAG)
"Organic Popcorn, Natural Butter","Organic popcorn, organic palm oil, salt, natural flavor.",33 g (2 Tbsp)
Organic Refried Black Beans,"Water, organic black beans, sea salt, organic canola oil.",130 g (0.5 cup)
Reduced Fat Milk,"Reduced fat organic milk, vitamins a & d.",240 ml (8 | ABOUT)
Organic Nonfat Milk,"Fat free organic milk, vitamin d, vitamin a.",240 ml (1 cup)
Organic Baby Dill Pickles,"Certified organically grown fresh cucumber, water, organic vinegar, salt, dehydrated organic garlic, calcium chloride, natural flavors, organic turmeric (color)",28 g (1 oz)
Organic Kosher Dill Pickles,"Certified organically grown fresh cucumbers, water, organic vinegar, salt, dehydrated organic garlic, calcium chloride, natural flavors, organic turmeric (color).",28 g (0.5 PICKLE | ABOUT)
"Blackberry Preserves, Blackberry","Organic blackberry pure, organic cane sugar, fruit pecjit, citric acid (as veeded).",20 g (1 Tbsp)
"Raspberry Preserves, Raspberry","Organic red raspberries, organic cane sugar, fruit pectin, citric acid (as needed).",20 g (1 Tbsp)
Organic Supersweet Whole Kernel Corn,"Organic corn, water, sea salt.",125 g (0.5 cup)
Organic Great Northern Beans,"Organic great northern beans, water, sea salt.",130 g (0.5 cup)
Organic Soy Beans,"Organic soy beans, water, sea salt.",130 g (0.5 cup)
Organic Light Red Kidney Beans,"Prepared organic red kidney beans, water, and sea salt.",130 g (0.5 cup)
Organic Dark Red Kidney Beans,"Organic kidney beans, water, sea salt.",130 g (0.5 cup)
Organic Black Beans,"Organic black beans, water, sea salt.",130 g (0.5 cup)
Organic Tahini Ground Sesame Seeds,"Organic ground toasted sesame seeds, salt.",28 g (2 Tbsp)
Organic Apple Cider Vinegar,"Organic raw apple cider vinegar and water to 5% acidity. (unfiltered, unpasteurized).",15 ml (1 Tbsp)
Powdered Sugar,Organic evaporated cane juice and organic tapioca starch.,30 g (0.25 cup)
Flour Blend,"White rice flour, potato starch, corn starch, tapioca flour, xanthan gum, brown rice flour, sorghum flour.",35 g (0.25 cup)
Light Sour Cream,"Cultured grade a milk and cream, vitamin a palmitate*, enzyme.",30 g (2 Tbsp)
Original Sour Cream,"Cultured milk and cream, enzymes.",30 g (2 Tbsp)
Sour Cream,"Cultured cream, whey, food strach-modified (corn), sodium phosphate (sodium tripolyphosphate), guar gum, carrageenan, calcium sulfate, locust bean gum.",30 g (2 Tbsp)
Iced Tea - Unsweetened,"Water, potassium sorbate, tea powder, natural flavors, citric acid, silicon dioxide (anti-caking agent), standardized with maltodextrin.",237 ml (8 fl oz)
Sweet Tea,"Water, sugar, potassium sorbate, tea powder, natural flavors, citric acid, silicon dioxide (anti-caking agent), standardized with maltodextrin.",237 ml (8 fl oz)
Creamy Peanut Butter,"Peanuts, dextrose, hydrogenated vegetable oil (cottonseed and/or rapeseed) and salt.",32 g (2 Tbsp)
Crunchy Peanut Butter,"Peanuts, dextrose, hydrogenated vegetable oil (cottonseed and/or rapeseed), and salt.",32 g (2 Tbsp)
Great Northern Beans,"Prepared great northern beans, water, and salt.",128 g (0.5 cup)
Enriched Spaghetti,"Enriched durum semolina (durum semolina niacin, iron [ferrous sulfate], thiamine mononitrate, riboflavin, folic acid).",56 g (59 PIECES)
Enriched Elbow Macaroni,"Enriched durum semolina (durum semolina, niacin, iron [ferrous sulfate], thiamin mononitrate, riboflavin, folic acid).",65 g (0.5 cup)
Grape Juice Cocktail From Concentrate,"Water, grape juice concentrate, high fructose corn syrup, citric acid, natural flavor.",240 ml (8 fl oz)
Colby Jack,"Pasteurized milk, cheese culture, salt, enzymes, annatto vegetable color (in colby cheese).",21 g (1 SLICE)
Pepper Jack,"Pasteurized milk, jalapeno peppers, cheese culture, salt, enzymes",21 g (1 SLICE)
Oilve Oil Cooking Spray,"Extra virgin olive oil, soy lecithin, water, propellant.",0.25 g (0.333 SEC SPRAY)
Original Potato Chips,"Potatoes, vegetable oil (may contain one or more of the following: corn, soybean, sunflower), and salt.",28 g (13 CHIPS | ABOUT)
"Sliced Jalapenos, Mild","Jalapeno peppers, water, vinegar, salt, contains less than 2% of calcium chloride, sodium metabisulfite (preservative), turmeric.",30 g (1 ONZ)
"Dark Sweet In Heavy Syrup, Fancy Cherries","Pitted dark sweet cherries, water, high fructose corn syrup, corn syrup.",123 g (0.5 cup)
Diced Tomatoes With Green Chiles,"Tomatoes with juice, water, chopped green chile peppers, salt, calcium chloride, citric acid, natural flavors, spices.",121 g (0.5 cup)
"Diet Soda, Root Beer","Carbonated water, caramel color, potassium benzoate (preservative), citric acid, sucralose,natural and artificial flavor, and acesulfame potassium.",355 ml (1 CAN)
"Diet Soda, Ginger Ale","Carbonated water, citric acid, potassium benzoate (preservative), potassium citrate, sucralose, caramel color, natural flavor, and acesulfame potassium.",355 ml (1 CAN)
Mixed Fruit Medley,"Peaches, strawberries, grapes, pineapples and cherries.",140 g (1 cup)
Grits,"Enriched corn grits (corn grits, niacin, iron [ferrous sulfate], thiamine mononitrate, riboflavin, folic acid).",42 g (0.25 cup)
Yolk Free Wide Egg Noodles,"Durum wheat semolina, egg white, [enriched with iron (ferrous sulfate) and b vitamins (niacin, thiamin mononitrate, riboflavin, folic acid)].",56 g (1 CUP) DRY | ()
"Soda, Peach","Carbonated water, high fructose corn syrup, citric acid, sodium benzoate (preservative), artificial and natural flavor, red 40, yellow 5.",354 ml (12 fl oz)
"Soda, Peach","Carbonate water, high fructose corn syrup, citric acid, sodium benzoate (preservative), artificial and natural flavor, red 40, yellow 5.",354 ml (1 CAN`)
Penne Rigate,1005 durum whole wheat flour.,56 g (0.75 CUP DRY)
Creamy Spread,"Peanuts, corn syrup solids, partially defeated peanut flour, salt, hydrogenated vegetable oil (rapeseed and/or cottonseed), and molasses.",36 g (2 Tbsp)
Cooked Potato Chips,"Potatoes, vegetable oil (contains one or more of the following: canola, corn, cottonseed, safflower, soybean or sunflower), salt.",28 g (18 CHIPS) | (ABOUT)
"Walkerswood, Traditional Jamaican Jerk Seasoning, Mild","Scallions, hot peppers, black pepper, salt, onion, allspice, nutmeg, cane sugar, citric acid, thyme.",17 g (0.6 oz)
"Walkerswood, Traditional Jamaican Jerk Seasoning, Hot & Spicy","Scallions, scotch bonnet peppers, salt, black pepper, allspice, nutmeg, citric acid, cane sugar, thyme.",10 g (2 tsp)
"Walkerswood, Jamaican Scotch Bonnet Pepper Sauce, Hot","Water, scotch bonnet peppers, vinegar, modified corn starch, salt, citric acid, scallions, onions, garlic powder, potassium sorbate (preservative), thyme.",5 g (1 tsp)
"Rouses Market, Lima Beans","Lima beans, salt (processing aid).",83 g (0.5 cup)
Smoked Salmon,"Atlantic salmon (color added in feed), salt, brown sugar and natural wood smoke.",56 g (2 ONZ)
Smoked Salmon,"Atlantic salmon (color added in feed), salt, brown sugar, maple sugar and natural wood smoke.",56 g (2 ONZ)
All Butter Shortbread Petticoat Tails & Fingers,"Wheat flour (wheat flour, calcium carbonate, iron, niacin, thiamin), butter (milk) (31%), sugar, maize starch, salt.",100 g (100 GRM)
All Butter Shortbread Fingers,"Wheat flour (wheat flour, calcium carbonate, iron, niacin, thiamin), butter (31%) (milk), sugar, maize starch, salt.",100 g (100 GRM)
"Delouis, Organic Dijon Mustard, Biologique","Organic mustard seeds, organic vinegar, water, salt.",5 g (1 tsp)
Organic Extra Virgin Olive Oil,"Certified organic extra virgin olive oil,",14 g (1 Tbsp)
Organic Extra Virgin Olive Oil,Certified organic extra virgin olive oil.,14 g (1 Tbsp)
"Organic Whole Wheat Gnocchi, Italian Macaroni Product",Organic durum whole wheat semolina.,56 g (2 oz)
Red Wine Vinegar,"Red wine vinegar, sulfites as a preservative.",15 ml (1 Tbsp)
Red Wine Vinegar,"Red wine vinegar, raspberry juice (5%), flavor, sulfites as a preservative.",15 ml (1 Tbsp)
Extra Strong Dijon Mustard,"Water, mustard seeds, vinegar, salt.",5 g (1 Tbsp)
Red Wheat Flour,"Freshly-ground whole, organic, hard red wheat flour.",32 g (0.25 cup)
Triticale Flour,"Freshly-ground whole, organic triticale flour",32 g (0.25 cup)
Rye Flour,"Freshly-ground whole, organic rye flour.",27 g (27 g)
Pickles,"Cucumbers, dill, water, vinegar, alum, salt, garlic, jalapeno peppers.",57 g (1 PICKLE VARIED)
Small Key West Pink Shrimp,"Shrimp, sodium bisulfite (a preservative), sodium tripolyphosphate (to retain moisture).",112 g (23 SHRIMP | ABOUT)
Wild Georgia White Peeled & Deveined Shrimp,"Shrimp, sodium bisulfite (as a preservative), sodium tripolyphosphate (to retain moisture).",112 g (12 SHRIMP | ABOUT)
Applesauce Natural,"Apples, water, ascorbic acid (vitamin C).",90 g
